RecordNumber,MediaURN,Title,Publisher,StartDate,StartTime,EndTime,Description,MediaType,CallNumber
302,301,"Today","BBC Radio 4",24/05/2010,07:00:00,10:00:00,"With James Naughtie and Sarah Montague. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day at 7.48am. 06:00-09:00 re EPG slippage",Audio,BNR000000302,,
306,305,"PM","BBC Radio 4",24/05/2010,18:00:00,19:00:00,"PM 17:00-18:00 - re EPG slippage",Audio,BNR000000306
307,306,"The World Tonight","BBC Radio 4",24/05/2010,23:00:00,23:45:00,"With Ritula Shah. The government announces six billion pounds-worth of cuts - how will they affect the economy? Two children are found guilty of attempted rape. 22;00-22:45 re EPG slippage",Audio,BNR000000307
315,314,"Today","BBC Radio 4",25/05/2010,07:00:00,10:00:00,"With James Naughtie and Sarah Montague. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day at 7.48am. 07:00-09:00 re EPG slippage",Audio,BNR000000315,,
316,315,"PM","BBC Radio 4",25/05/2010,18:00:00,19:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm. 17:00-180:00 - re EPG slippage",Audio,BNR000000316
320,319,"The World Tonight","BBC Radio 4",25/05/2010,23:00:00,23:45:00,"The Queen's Speech discussed the Freedom Bill, which sets out plans to curb surveillance and data retention. But does the public actually want more CCTV? 22:00-22:45 re EPG slippage",Audio,BNR000000320,,,,,
325,324,"Today","BBC Radio 4",26/05/2010,07:00:00,10:00:00,"With John Humphrys and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day at 7.48am; Yesterday in Parliament 6.45am. 06:00-09:00 re EPG slippage",Audio,BNR000000325,,
326,325,"PM","BBC Radio 4",26/05/2010,18:00:00,19:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm. 17:00-18:00 re EPG slippage",Audio,BNR000000326
327,326,"The World Tonight","BBC Radio 4",26/05/2010,23:00:00,23:45:00,"National and international news and analysis. 22:00-22:45 re EPG slippage",Audio,BNR000000327
335,334,"Today","BBC Radio 4",27/05/2010,07:00:00,10:00:00,"With James Naughtie and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. 06:00-09:00 re EPG slippage",Audio,BNR000000335,,
336,335,"PM","BBC Radio 4",27/05/2010,17:00:00,18:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm.",Audio,BNR000000336
337,336,"The World Tonight","BBC Radio 4",27/05/2010,22:00:00,22:45:00,"The government outlines plans for welfare reforms to get people off benefits and back to work, but will they succeed? We examine the existing schemes in Birmingham and London.",Audio,BNR000000337,,,,,
345,344,"Today","BBC Radio 4",28/05/2010,06:00:00,09:00:00,"With John Humphrys and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am.",Audio,BNR000000345,,
346,345,"PM","BBC Radio 4",28/05/2010,17:00:00,18:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm.",Audio,BNR000000346
347,346,"The World Tonight","BBC Radio 4",28/05/2010,22:00:00,22:45:00,"Efforts to extend the Nuclear Non-Proliferation Treaty at the UN may fail. President Obama sees Louisiana's oil-covered sands for himself. With Robin Lustig and Roger Hearing.",Audio,BNR000000347
355,354,"Today","BBC Radio 4",29/05/2010,07:00:00,09:00:00,"With John Humphrys and Justin Webb. Including Sports Desk at 7.25am, 8.25am; Weather at 7.57am; Thought for the Day at 7.48am.",Audio,BNR000000355,,,,,
356,355,"Saturday PM","BBC Radio 4",29/05/2010,17:00:00,17:30:00,"Full coverage and analysis of the day's news with Caroline Wyatt, plus the sports headlines.",Audio,BNR000000356,,,,,
364,363,"Sunday","BBC Radio 4",30/05/2010,07:10:00,07:55:00,"Edward Stourton with the religious and ethical news of the week. Moral arguments and perspectives on stories, familiar and unfamiliar.",Audio,BNR000000364,,,,,
365,364,"The World This Weekend","BBC Radio 4",30/05/2010,13:00:00,13:30:00,"A look at events around the world with Shaun Ley.",Audio,BNR000000365
366,365,"The Westminster Hour","BBC Radio 4",30/05/2010,22:00:00,22:45:00,"Reports from behind the scenes at Westminster.",Audio,BNR000000366
374,373,"Today","BBC Radio 4",31/05/2010,06:00:00,09:00:00,"With John Humphrys and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day at 7.48am.",Audio,BNR000000374,,
375,374,"PM","BBC Radio 4",31/05/2010,17:00:00,18:00:00,"Full coverage and analysis of the day's news with Carolyn Quinn. Including Weather at 5.57pm.",Audio,BNR000000375
376,375,"The World Tonight","BBC Radio 4",31/05/2010,22:00:00,22:45:00,"National and international news and analysis.",Audio,BNR000000376
382,381,"Today","BBC Radio 4",01/06/2010,06:00:00,09:00:00,"With John Humphrys and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day at 7.48am; Yesterday in Parliament 6.45am.",Audio,BNR000000382,,
383,382,"PM","BBC Radio 4",01/06/2010,17:00:00,18:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm.",Audio,BNR000000383
391,390,"Today","BBC Radio 4",02/06/2010,06:00:00,09:00:00,"With James Naughtie and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am.",Audio,BNR000000391,,
393,392,"The World Tonight","BBC Radio 4",02/06/2010,22:00:00,22:45:00,"National and international news and analysis.",Audio,BNR000000393
402,401,"PM","BBC Radio 4",03/06/2010,17:00:00,18:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm.",Audio,BNR000000402
465,463,"The World Tonight","BBC Radio 4",04/06/2010,22:00:00,22:45:00,"National and international news and analysis. [AW]",Audio,BNR000000465
478,476,"Any Questions?","BBC Radio 4",05/06/2010,13:11:00,13:58:00,"Jonathan Dimbleby chairs the topical discussion from The Corn Exchange in Devizes, Wiltshire. The panellists are Damian Green MP, Kate Hoey MP, Billy Bragg and Fraser Nelson. [AW]",Audio,BNR000000478,,,
503,501,"PM","BBC Radio 4",10/06/2010,17:00:00,17:57:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm. [AW]",Audio,BNR000000503
504,502,"Today","BBC Radio 4",10/06/2010,06:00:00,09:00:00,"With Sarah Montague and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [8.55 The British Library unveil a collection of writer JG Ballard's papers today with Jamie Andrews BL.] [AW]",Audio,BNR000000504,,
505,503,"The World Tonight","BBC Radio 4",10/06/2010,22:00:00,22:44:00,"With Roger Hearing. How much damage is Obama's BP bashing doing to Britain? Is it time for David Cameron to intervene? Can philanthropists shore up falling arts funding? [AW]",Audio,BNR000000505
544,542,"Today","BBC Radio 4",11/06/2010,06:00:00,09:00:00,"With James Naughtie and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000544,,
545,543,"PM","BBC Radio 4",11/06/2010,17:00:00,17:59:00,"Full coverage and analysis of the day's news with Eddie Mair. Including at 5.57pm Weather. [AW]",Audio,BNR000000545
546,544,"The World Tonight","BBC Radio 4",11/06/2010,22:00:00,22:44:00,"National and international news and analysis with Robin Lustig. [AW]",Audio,BNR000000546
569,567,"Today","BBC Radio 4",12/06/2010,07:00:00,09:00:00,"With James Naughtie and Sarah Montague. Including Sports Desk at 7.25am, 8.25am; Weather at 7.57am; Thought for the Day at 7.48am; Yesterday in Parliament at 7.20am. [AW]",Audio,BNR000000569,,,,,
570,568,"Saturday PM","BBC Radio 4",12/06/2010,17:00:00,17:29:00,"Full coverage and analysis of the day's news with Ritula Shah, plus the sports headlines. [AW]",Audio,BNR000000570,,,,,
571,569,"Any Questions?","BBC Radio 4",12/06/2010,13:10:00,14:00:00,"Jonathan Dimbleby chairs the topical discussion from Buntingford in Hertfordshire. The panellists are Eric Pickles MP, Hilary Benn MP, Shami Chakrabarti and George Pascoe-Watson.",Audio,BNR000000571,,,,
585,583,"Sunday","BBC Radio 4",13/06/2010,07:10:00,07:53:00,"Edward Stourton with the religious and ethical news of the week. Moral arguments and perspectives on stories, familiar and unfamiliar. [AW]",Audio,BNR000000585,,,,,
587,585,"The Westminster Hour","BBC Radio 4",13/06/2010,22:00:00,22:45:00,"Reports from behind the scenes at Westminster. [AW]",Audio,BNR000000587
588,586,"The World This Weekend","BBC Radio 4",13/06/2010,13:00:00,13:30:00,"A look at events around the world with Shaun Ley. [AW]",Audio,BNR000000588
614,612,"PM","BBC Radio 4",14/06/2010,17:00:00,17:58:00,"Full coverage and analysis of the day's news with Eddie Mair. Including at 5.57pm Weather. [AW]",Audio,BNR000000614
615,613,"The World Tonight","BBC Radio 4",14/06/2010,22:00:00,22:44:00,"National and international news and analysis with Ritula Shah. [AW]",Audio,BNR000000615
635,633,"Today","BBC Radio 4",15/06/2010,06:00:00,08:59:00,"With James Naughtie and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000635,,
636,634,"PM","BBC Radio 4",15/06/2010,17:00:00,17:57:00,"Full coverage and analysis of the day's news with Eddie Mair. Including at 5.57pm Weather. [AW]",Audio,BNR000000636
637,635,"The World Tonight","BBC Radio 4",15/06/2010,22:00:00,22:44:00,"With Ritula Shah. The Saville Inquiry publishes its findings; the US Congress grills oil executives over safety; why has Kyrgyzstan descended into ethnic violence? [AW]",Audio,BNR000000637
664,662,"Today","BBC Radio 4",16/06/2010,06:00:00,09:00:00,"With James Naughtie and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am.",Audio,BNR000000664,,
665,663,"PM","BBC Radio 4",16/06/2010,17:00:00,17:58:00,"Full coverage and analysis of the day's news with Eddie Mair. Including at 5.57pm Weather. [AW]",Audio,BNR000000665
668,666,"The World Tonight","BBC Radio 4",16/06/2010,22:00:00,22:44:00,"With Ritula Shah. George Osborne puts the Bank of England in charge of bank regulation and scraps the FSA. Protests in Birmingham over CCTV and number recognition cameras.",Audio,BNR000000668
682,680,"Today","BBC Radio 4",17/06/2010,06:00:00,09:00:00,"With James Naughtie and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am.",Audio,BNR000000682,,
683,681,"PM","BBC Radio 4",17/06/2010,17:00:00,17:56:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm.",Audio,BNR000000683
684,682,"The World Tonight","BBC Radio 4",17/06/2010,22:00:00,22:44:00,"Radio 4's daily evening news and current affairs programme bringing you global news and analysis. [AW]",Audio,BNR000000684
786,784,"PM","BBC Radio 4",28/06/2010,17:00:00,17:57:00,"Full coverage and analysis of the day's news. Including Weather at 5.57pm. [AW]",Audio,BNR000000786
787,785,"The World Tonight","BBC Radio 4",28/06/2010,22:00:00,22:45:00,"National and international news and analysis with Ritula Shah. [AW]",Audio,BNR000000787
796,794,"The World Tonight","BBC Radio 4",29/06/2010,22:00:00,22:44:00,"With Robin Lustig. Is public support for the war in Afghanistan on the wane? What impact will the US spy ring allegations have on relations between Washington and Moscow? [AW]",Audio,BNR000000796
797,795,"PM","BBC Radio 4",29/06/2010,17:00:00,17:57:00,"Full coverage and analysis of the day's news. Including Weather at 5.57pm. [AW]",Audio,BNR000000797
808,806,"Today","BBC Radio 4",30/06/2010,06:00:00,09:00:00,"With John Humphrys and Sarah Montague. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000808,,
809,807,"PM","BBC Radio 4",30/06/2010,17:00:00,17:57:00,"Full coverage and analysis of the day's news. Including at 5.57pm Weather. [AW]",Audio,BNR000000809
810,808,"The World Tonight","BBC Radio 4",30/06/2010,22:00:00,22:44:00,"National and international news and analysis with Robin Lustig. [AW]",Audio,BNR000000810
818,816,"Today","BBC Radio 4",01/07/2010,06:00:00,09:00:00,"With James Naughtie and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000818,,
819,817,"PM","BBC Radio 4",01/07/2010,17:00:00,17:58:00,"Full coverage and analysis of the day's news. Including Weather at 5.57pm. [AW]",Audio,BNR000000819
820,818,"The World Tonight","BBC Radio 4",01/07/2010,22:00:00,22:44:00,"National and international news and analysis. [AW]",Audio,BNR000000820
832,830,"Today","BBC Radio 4",02/07/2010,06:00:00,09:00:00,"With John Humphrys and Justin Webb. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather at 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000832,,
833,831,"Any Questions?","BBC Radio 4",02/07/2010,20:02:00,20:49:00,"Jonathan Dimbleby chairs the live debate from Chippenham, Wiltshire. The panellists are Lord Chris Patten, Sir Stuart Rose, John Denham MP and Olly Grender. [AW]",Audio,BNR000000833,,,
834,832,"The World Tonight","BBC Radio 4",02/07/2010,22:00:00,22:44:00,"With Robin Lustig. Is Taliban influence spreading in the north and how can it be resisted? Dignitas founder argues healthy people should be allowed assistance to end their lives. [AW]",Audio,BNR000000834
886,884,"Today","BBC Radio 4",13/07/2010,06:00:00,09:00:00,"With John Humphrys and Sarah Montague. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000886,,
887,885,"PM","BBC Radio 4",13/07/2010,17:00:00,17:57:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm. [AW]",Audio,BNR000000887
888,886,"The World Tonight","BBC Radio 4",13/07/2010,22:00:00,22:45:00,"With Robin Lustig. Three British soldiers are killed by an Afghan soldier - where does that leave the NATO strategy of training Afghan troops and soldiers? [AW]",Audio,BNR000000888
896,894,"Today","BBC Radio 4",14/07/2010,06:00:00,09:00:00,"With Justin Webb and Evan Davis. Including Sports Desk at 6.25am, 7.25am, 8.25am; Weather 6.05am, 6.57am, 7.57am. Thought for the Day 7.48am; Yesterday in Parliament 6.45am. [AW]",Audio,BNR000000896,,
897,895,"PM","BBC Radio 4",14/07/2010,17:00:00,18:00:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm. [AW]",Audio,BNR000000897
908,906,"PM","BBC Radio 4",16/07/2010,17:00:00,17:59:00,"Full coverage and analysis of the day's news with Eddie Mair. Including Weather at 5.57pm. [AW]",Audio,BNR000000908
909,907,"The World Tonight","BBC Radio 4",16/07/2010,22:00:00,22:44:00,"With Ritula Shah. As Goldman Sachs pays compensation and the US Congress approves a tighter system of financial regulation, will Britain and EU now tighten the rules on banks? [AW]",Audio,BNR000000909,,,,,
934,932,"Today","BBC Radio 4",17/07/2010,07:00:00,09:00:00,"With John Humphrys and Justin Webb. Including Sports Desk at 7.25am, 8.25am; Weather at 7.57am; Thought for the Day at 7.48am. [AW]",Audio,BNR000000934,,,,,
935,933,"Any Questions?","BBC Radio 4",17/07/2010,13:11:00,13:58:00,"Jonathan Dimbleby chairs the live debate from Wimbledon Reform Synagogue, with questions for the panel, including the writer AA Gill and union leader Derek Simpson. [AW]",Audio,BNR000000935,,,,
936,934,"Saturday PM","BBC Radio 4",17/07/2010,17:00:00,17:30:00,"Full coverage and analysis of the day's news with Ritula Shah, plus the sports headlines.",Audio,BNR000000936,,,,,
943,941,"Broadcasting House","BBC Radio 4",18/07/2010,09:00:00,10:00:00,"News and conversation about the big stories of the week with Paddy O'Connell. [AW]",Audio,BNR000000943
